sheet,name,brand_usp,ingredients,serving_size_g,allergens,shelf_life,small_pack_g,large_pack_g,manufacturer,mrp,status,grammage,energy_kcal,protein_g,carbohydrate_g,total_sugar_g,added_sugar_g,dietary_fibre_g,total_fat_g,saturated_fat_g,unsaturated_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,calcium_mg,energy_pct,protein_pct,added_sugar_pct,dietary_fibre_pct,total_fat_pct,saturated_fat_pct,trans_fat_pct,sodium_pct,calcium_pct
Spreads,Hazelnut Spread,No Refined Sugar | Rich | Creamy,"Edible vegetable oil (sunflower oil), jaggery, maltodextrin (INS1400), milk solids, hazelnut, cocoa solids, nature identical (hazelnut) flavoring substances, edible vegetable fat (hydrogenated) & emulsifier (INS322(i)- lecithin of soya origin)

CONTAINS ADDED NATURE IDENTICAL (HAZELNUT) FLAVOURING SUBSTANCES

REVISED INGREDIENTS
Edible vegetable oil (sunflower oil), jaggery, maltodextrin (INS1400), milk solids, hazelnut, cocoa solids, whey powder, hydrogenated rapeseed oil, nature identical (hazelnut) flavoring substances, emulsifier (INS322(i)- lecithin of soya origin)

CONTAINS ADDED NATURE IDENTICAL (HAZELNUT) FLAVOURING SUBSTANCES",100,"Contains milk & milk derivatives, hazelnut and soy (Lecithin of Soya Origin). ",Best Before 9 Months From The Date Of Manufacturing,,250,"
Morde Foods Pvt Ltd.
Manchar, Tal - Ambegaon, Dist - Pune - 410503, Maharashtra (India).
FSSAI Lic No. 10012022000152

PLEASE DON'T MENTION THIS ON LABEL","250 grams for 245/- 

(0.98/- per gram)",not_launched,0,,,,,,,,,,,,,,4.4,1.3,8.7,,,,,,
Spreads,Salted Caramel Spread,No Refined Sugar | Source of Protein | Creamy,"Ingredients: Edible vegetable oil (sunflower oil), jaggery, maltodextrin (INS 1400),
milk solids, cocoa solids,iodized salt, edible vegetable fat (hydrogenated), emulsifier (INS322(i)- lecithin of soya origin)

CONTAINS ADDED NATURE IDENTICAL (CARAMEL) AND ARTIFICIAL (CONDENSED MILK) FLAVOURING SUBSTANCES.

REVISED INGREDIENTS:
Edible vegetable oil (sunflower oil), jaggery, maltodextrin (INS 1400), milk solids, cocoa solids, iodized salt, hydrogenated rapeseed oil, emulsifier (INS322(i)- lecithin of soya origin), nature identical (caramel) flavouring substances & artificial (condensed milk) flavouring sustances

CONTAINS ADDED NATURE IDENTICAL (CARAMEL) AND ARTIFICIAL (CONDENSED MILK) FLAVOURING SUBSTANCES.",100,Contains milk & milk derivatives and soy (Lecithin of Soya Origin). ,Best Before 9 Months From The Date Of Manufacturing,,250,"Manufactured at
Morde Foods Pvt Ltd.
 Manchar, Tal - Ambegaon, Dist - Pune - 410503, Maharashtra (India).
FSSAI Lic No. 10012022000152

PLEASE DON'T MENTION THIS ON LABEL","250 grams for 245/- 

(0.98/- per gram)",not_launched,100,583,7.11,51,36,25,,39,6.48,,0.06,,280,,,,,,,,,,
Spreads,Salted Caramel Spread,No Refined Sugar | Source of Protein | Creamy,"Ingredients: Edible vegetable oil (sunflower oil), jaggery, maltodextrin (INS 1400),
milk solids, cocoa solids,iodized salt, edible vegetable fat (hydrogenated), emulsifier (INS322(i)- lecithin of soya origin)

CONTAINS ADDED NATURE IDENTICAL (CARAMEL) AND ARTIFICIAL (CONDENSED MILK) FLAVOURING SUBSTANCES.

REVISED INGREDIENTS:
Edible vegetable oil (sunflower oil), jaggery, maltodextrin (INS 1400), milk solids, cocoa solids, iodized salt, hydrogenated rapeseed oil, emulsifier (INS322(i)- lecithin of soya origin), nature identical (caramel) flavouring substances & artificial (condensed milk) flavouring sustances

CONTAINS ADDED NATURE IDENTICAL (CARAMEL) AND ARTIFICIAL (CONDENSED MILK) FLAVOURING SUBSTANCES.",100,Contains milk & milk derivatives and soy (Lecithin of Soya Origin). ,Best Before 9 Months From The Date Of Manufacturing,,250,"Manufactured at
Morde Foods Pvt Ltd.
 Manchar, Tal - Ambegaon, Dist - Pune - 410503, Maharashtra (India).
FSSAI Lic No. 10012022000152

PLEASE DON'T MENTION THIS ON LABEL","250 grams for 245/- 

(0.98/- per gram)",not_launched,250,1457.5,17.78,127.5,90,62.5,,97.5,16.2,,0.15,,700,,,,,,,,,,
Spreads,Salted Caramel Spread,No Refined Sugar | Source of Protein | Creamy,"Ingredients: Edible vegetable oil (sunflower oil), jaggery, maltodextrin (INS 1400),
milk solids, cocoa solids,iodized salt, edible vegetable fat (hydrogenated), emulsifier (INS322(i)- lecithin of soya origin)

CONTAINS ADDED NATURE IDENTICAL (CARAMEL) AND ARTIFICIAL (CONDENSED MILK) FLAVOURING SUBSTANCES.

REVISED INGREDIENTS:
Edible vegetable oil (sunflower oil), jaggery, maltodextrin (INS 1400), milk solids, cocoa solids, iodized salt, hydrogenated rapeseed oil, emulsifier (INS322(i)- lecithin of soya origin), nature identical (caramel) flavouring substances & artificial (condensed milk) flavouring sustances

CONTAINS ADDED NATURE IDENTICAL (CARAMEL) AND ARTIFICIAL (CONDENSED MILK) FLAVOURING SUBSTANCES.",100,Contains milk & milk derivatives and soy (Lecithin of Soya Origin). ,Best Before 9 Months From The Date Of Manufacturing,,250,"Manufactured at
Morde Foods Pvt Ltd.
 Manchar, Tal - Ambegaon, Dist - Pune - 410503, Maharashtra (India).
FSSAI Lic No. 10012022000152

PLEASE DON'T MENTION THIS ON LABEL","250 grams for 245/- 

(0.98/- per gram)",not_launched,0,,,,,,,,,,,,,,4.4,2,7.5,,,,,,
Spreads,Pistachio Spread,No Refined Sugar | Source of Protein | Creamy | Rich,"Ingredients: Edible vegetable oil (sunflower oil), jaggery, maltodextrin (INS1400), milk solids, pista, edible vegetable fat (hydrogenated), chlorophyll L- OS [vegetable oil, chlorophylls (INS 140) and antioxidant (INS 307b)], nature identical (pista) flavouring substances and emulsifier (INS 322(i) - lecithin of soya origin)

CONTAINS ADDED NATURE IDENTICAL (PISTA) FLAVOURING SUBSTANCES.


REVISED INGREDIENTS:
Edible vegetable oil (sunflower oil), jaggery, maltodextrin (INS1400), milk solids, pista, hydrogenated rapeseed oil, chlorophyll L- OS [vegetable oil, chlorophylls (INS 140) and antioxidant (INS 307b)], nature identical (pista) flavouring substances and emulsifier (INS 322(i) - lecithin of soya origin)

CONTAINS ADDED NATURE IDENTICAL (PISTA) FLAVOURING SUBSTANCES.",100,"Contains  pista,  milk & milk derivatives and soy (Lecithin of Soya Origin). ",Best Before 9 Months From The Date Of Manufacturing,,,"Manufactured at
Morde Foods Pvt Ltd.
 Manchar, Tal - Ambegaon, Dist - Pune - 410503, Maharashtra (India).
FSSAI Lic No. 10012022000152

PLEASE DON'T MENTION THIS ON LABEL","250 grams for 445/- 

(1.78/- per gram)

(Aditya suggested that we sell it on discounts at 399/-)",not_launched,100,599,7.42,48,34,23,0.2,42,7,,0.07,10,90,,,,,,,,,,
Spreads,Pistachio Spread,No Refined Sugar | Source of Protein | Creamy | Rich,"Ingredients: Edible vegetable oil (sunflower oil), jaggery, maltodextrin (INS1400), milk solids, pista, edible vegetable fat (hydrogenated), chlorophyll L- OS [vegetable oil, chlorophylls (INS 140) and antioxidant (INS 307b)], nature identical (pista) flavouring substances and emulsifier (INS 322(i) - lecithin of soya origin)

CONTAINS ADDED NATURE IDENTICAL (PISTA) FLAVOURING SUBSTANCES.


REVISED INGREDIENTS:
Edible vegetable oil (sunflower oil), jaggery, maltodextrin (INS1400), milk solids, pista, hydrogenated rapeseed oil, chlorophyll L- OS [vegetable oil, chlorophylls (INS 140) and antioxidant (INS 307b)], nature identical (pista) flavouring substances and emulsifier (INS 322(i) - lecithin of soya origin)

CONTAINS ADDED NATURE IDENTICAL (PISTA) FLAVOURING SUBSTANCES.",100,"Contains  pista,  milk & milk derivatives and soy (Lecithin of Soya Origin). ",Best Before 9 Months From The Date Of Manufacturing,,,"Manufactured at
Morde Foods Pvt Ltd.
 Manchar, Tal - Ambegaon, Dist - Pune - 410503, Maharashtra (India).
FSSAI Lic No. 10012022000152

PLEASE DON'T MENTION THIS ON LABEL","250 grams for 445/- 

(1.78/- per gram)

(Aditya suggested that we sell it on discounts at 399/-)",not_launched,250,1497.5,18.55,120,85,57.5,0.5,105,17.5,,0.17,25,225,,,,,,,,,,
Spreads,Pistachio Spread,No Refined Sugar | Source of Protein | Creamy | Rich,"Ingredients: Edible vegetable oil (sunflower oil), jaggery, maltodextrin (INS1400), milk solids, pista, edible vegetable fat (hydrogenated), chlorophyll L- OS [vegetable oil, chlorophylls (INS 140) and antioxidant (INS 307b)], nature identical (pista) flavouring substances and emulsifier (INS 322(i) - lecithin of soya origin)

CONTAINS ADDED NATURE IDENTICAL (PISTA) FLAVOURING SUBSTANCES.


REVISED INGREDIENTS:
Edible vegetable oil (sunflower oil), jaggery, maltodextrin (INS1400), milk solids, pista, hydrogenated rapeseed oil, chlorophyll L- OS [vegetable oil, chlorophylls (INS 140) and antioxidant (INS 307b)], nature identical (pista) flavouring substances and emulsifier (INS 322(i) - lecithin of soya origin)

CONTAINS ADDED NATURE IDENTICAL (PISTA) FLAVOURING SUBSTANCES.",100,"Contains  pista,  milk & milk derivatives and soy (Lecithin of Soya Origin). ",Best Before 9 Months From The Date Of Manufacturing,,,"Manufactured at
Morde Foods Pvt Ltd.
 Manchar, Tal - Ambegaon, Dist - Pune - 410503, Maharashtra (India).
FSSAI Lic No. 10012022000152

PLEASE DON'T MENTION THIS ON LABEL","250 grams for 445/- 

(1.78/- per gram)

(Aditya suggested that we sell it on discounts at 399/-)",not_launched,15,89.85,1.11,7.2,5.1,3.45,0.03,6.3,1.05,,0.0105,1.5,13.5,,,,,,,,,,
Spreads,Pistachio Spread,No Refined Sugar | Source of Protein | Creamy | Rich,"Ingredients: Edible vegetable oil (sunflower oil), jaggery, maltodextrin (INS1400), milk solids, pista, edible vegetable fat (hydrogenated), chlorophyll L- OS [vegetable oil, chlorophylls (INS 140) and antioxidant (INS 307b)], nature identical (pista) flavouring substances and emulsifier (INS 322(i) - lecithin of soya origin)

CONTAINS ADDED NATURE IDENTICAL (PISTA) FLAVOURING SUBSTANCES.


REVISED INGREDIENTS:
Edible vegetable oil (sunflower oil), jaggery, maltodextrin (INS1400), milk solids, pista, hydrogenated rapeseed oil, chlorophyll L- OS [vegetable oil, chlorophylls (INS 140) and antioxidant (INS 307b)], nature identical (pista) flavouring substances and emulsifier (INS 322(i) - lecithin of soya origin)

CONTAINS ADDED NATURE IDENTICAL (PISTA) FLAVOURING SUBSTANCES.",100,"Contains  pista,  milk & milk derivatives and soy (Lecithin of Soya Origin). ",Best Before 9 Months From The Date Of Manufacturing,,,"Manufactured at
Morde Foods Pvt Ltd.
 Manchar, Tal - Ambegaon, Dist - Pune - 410503, Maharashtra (India).
FSSAI Lic No. 10012022000152

PLEASE DON'T MENTION THIS ON LABEL","250 grams for 445/- 

(1.78/- per gram)

(Aditya suggested that we sell it on discounts at 399/-)",not_launched,0,,,,,,,,,,,,,,4.49,2.1,6.9,0.1,,,,,
Spreads,Vanilla Creme Spread,No Refined Sugar | Source of Protein | Creamy | Rich,"Edible vegetable oil (sunflower oil), jaggery, maltodextrin (INS1400), milk solids, edible vegetable fat (hydrogenated), emulsifier (INS322(i)- lecithin of soya origin)

CONTAINS ADDED NATURE IDENTICAL (COOKIES & CREAM) FLAVOURING SUBSTANCES.


REVISED INGREDIENTS:
Edible vegetable oil (sunflower oil), jaggery, maltodextrin (INS1400), milk solids, hydrogenated rapeseed oil, emulsifier (INS322(i)- lecithin of soya origin),nature identical (cookies and cream) flavouring substances

CONTAINS ADDED NATURE IDENTICAL (COOKIES & CREAM) FLAVOURING SUBSTANCES.



",100,Contains milk & milk derivatives and soy (Lecithin of Soya Origin). ,Best Before 9 Months From The Date Of Manufacturing,,,"Manufactured at
Morde Foods Pvt Ltd.
 Manchar, Tal - Ambegaon, Dist - Pune - 410503, Maharashtra (India).
FSSAI Lic No. 10012022000152

PLEASE DON'T MENTION THIS ON LABEL","250 grams for 245/- 

(0.98/- per gram)",not_launched,100,592,6.7,49,36,24,,41,6.71,,0.07,,90,,,,,,,,,,
Spreads,Vanilla Creme Spread,No Refined Sugar | Source of Protein | Creamy | Rich,"Edible vegetable oil (sunflower oil), jaggery, maltodextrin (INS1400), milk solids, edible vegetable fat (hydrogenated), emulsifier (INS322(i)- lecithin of soya origin)

CONTAINS ADDED NATURE IDENTICAL (COOKIES & CREAM) FLAVOURING SUBSTANCES.


REVISED INGREDIENTS:
Edible vegetable oil (sunflower oil), jaggery, maltodextrin (INS1400), milk solids, hydrogenated rapeseed oil, emulsifier (INS322(i)- lecithin of soya origin),nature identical (cookies and cream) flavouring substances

CONTAINS ADDED NATURE IDENTICAL (COOKIES & CREAM) FLAVOURING SUBSTANCES.



",100,Contains milk & milk derivatives and soy (Lecithin of Soya Origin). ,Best Before 9 Months From The Date Of Manufacturing,,,"Manufactured at
Morde Foods Pvt Ltd.
 Manchar, Tal - Ambegaon, Dist - Pune - 410503, Maharashtra (India).
FSSAI Lic No. 10012022000152

PLEASE DON'T MENTION THIS ON LABEL","250 grams for 245/- 

(0.98/- per gram)",not_launched,250,1480,16.75,122.5,90,60,,102.5,16.77,,0.175,,225,,,,,,,,,,
Spreads,Vanilla Creme Spread,No Refined Sugar | Source of Protein | Creamy | Rich,"Edible vegetable oil (sunflower oil), jaggery, maltodextrin (INS1400), milk solids, edible vegetable fat (hydrogenated), emulsifier (INS322(i)- lecithin of soya origin)

CONTAINS ADDED NATURE IDENTICAL (COOKIES & CREAM) FLAVOURING SUBSTANCES.


REVISED INGREDIENTS:
Edible vegetable oil (sunflower oil), jaggery, maltodextrin (INS1400), milk solids, hydrogenated rapeseed oil, emulsifier (INS322(i)- lecithin of soya origin),nature identical (cookies and cream) flavouring substances

CONTAINS ADDED NATURE IDENTICAL (COOKIES & CREAM) FLAVOURING SUBSTANCES.



",100,Contains milk & milk derivatives and soy (Lecithin of Soya Origin). ,Best Before 9 Months From The Date Of Manufacturing,,,"Manufactured at
Morde Foods Pvt Ltd.
 Manchar, Tal - Ambegaon, Dist - Pune - 410503, Maharashtra (India).
FSSAI Lic No. 10012022000152

PLEASE DON'T MENTION THIS ON LABEL","250 grams for 245/- 

(0.98/- per gram)",not_launched,0,,,,,,,,,,,,,,4.44,1.86,7.2,,,,,,
Spreads,Butterscotch Spread,No Refined Sugar | Source of Protein | Creamy," Edible vegetable oil (sunflower oil), jaggery, milk solids, maltodextrin (INS1400), cashew, cocoa solids, edible vegetable fat (hydrogenated), emulsifier (INS322(i)- lecithin of soya origin) 
CONTAINS ADDED NATURE IDENTICAL (BUTTERSCOTCH) FLAVOURING SUBSTANCES.

REVISED INGREDIENTS
Edible vegetable oil (sunflower oil), jaggery, milk solids, maltodextrin (INS1400), cashew, cocoa solids, hydrogenated rapeseed oil,emulsifier (INS322(i)- lecithin of soya origin, nature identical (butterscotch) flavouring substance

CONTAINS ADDED NATURE IDENTICAL (BUTTERSCOTCH) FLAVOURING SUBSTANCES.

",100,"Contains milk & milk derivatives, cashew nuts and soy (Lecithin of Soya Origin). ",Best Before 9 Months From The Date Of Manufacturing,,,"Manufactured at
Morde Foods Pvt Ltd.
 Manchar, Tal - Ambegaon, Dist - Pune - 410503, Maharashtra (India).
FSSAI Lic No. 10012022000152

PLEASE DON'T MENTION THIS ON LABEL","250 grams for 245/- 

(0.98/- per gram)",not_launched,100,574,7.36,53,38,28,,37,5.74,,0.06,,70,,,,,,,,,,
Spreads,Butterscotch Spread,No Refined Sugar | Source of Protein | Creamy," Edible vegetable oil (sunflower oil), jaggery, milk solids, maltodextrin (INS1400), cashew, cocoa solids, edible vegetable fat (hydrogenated), emulsifier (INS322(i)- lecithin of soya origin) 
CONTAINS ADDED NATURE IDENTICAL (BUTTERSCOTCH) FLAVOURING SUBSTANCES.

REVISED INGREDIENTS
Edible vegetable oil (sunflower oil), jaggery, milk solids, maltodextrin (INS1400), cashew, cocoa solids, hydrogenated rapeseed oil,emulsifier (INS322(i)- lecithin of soya origin, nature identical (butterscotch) flavouring substance

CONTAINS ADDED NATURE IDENTICAL (BUTTERSCOTCH) FLAVOURING SUBSTANCES.

",100,"Contains milk & milk derivatives, cashew nuts and soy (Lecithin of Soya Origin). ",Best Before 9 Months From The Date Of Manufacturing,,,"Manufactured at
Morde Foods Pvt Ltd.
 Manchar, Tal - Ambegaon, Dist - Pune - 410503, Maharashtra (India).
FSSAI Lic No. 10012022000152

PLEASE DON'T MENTION THIS ON LABEL","250 grams for 245/- 

(0.98/- per gram)",not_launched,250,1435,18.4,132.5,95,70,,92.5,14.35,,0.15,,175,,,,,,,,,,
Spreads,Butterscotch Spread,No Refined Sugar | Source of Protein | Creamy," Edible vegetable oil (sunflower oil), jaggery, milk solids, maltodextrin (INS1400), cashew, cocoa solids, edible vegetable fat (hydrogenated), emulsifier (INS322(i)- lecithin of soya origin) 
CONTAINS ADDED NATURE IDENTICAL (BUTTERSCOTCH) FLAVOURING SUBSTANCES.

REVISED INGREDIENTS
Edible vegetable oil (sunflower oil), jaggery, milk solids, maltodextrin (INS1400), cashew, cocoa solids, hydrogenated rapeseed oil,emulsifier (INS322(i)- lecithin of soya origin, nature identical (butterscotch) flavouring substance

CONTAINS ADDED NATURE IDENTICAL (BUTTERSCOTCH) FLAVOURING SUBSTANCES.

",100,"Contains milk & milk derivatives, cashew nuts and soy (Lecithin of Soya Origin). ",Best Before 9 Months From The Date Of Manufacturing,,,"Manufactured at
Morde Foods Pvt Ltd.
 Manchar, Tal - Ambegaon, Dist - Pune - 410503, Maharashtra (India).
FSSAI Lic No. 10012022000152

PLEASE DON'T MENTION THIS ON LABEL","250 grams for 245/- 

(0.98/- per gram)",not_launched,0,,,,,,,,,,,,,,4.3,2.04,8.4,,,,,,
Diwali products 2025,Millet Laddoo,No Refined Sugar | Source of Protein | Rich in Dietary Fiber | Made with the Goodness of Millets / Contains 43% Millets | Made with 100% Ghee,"Millets- 43% (ragi flour, bajra flour, jowar flour), jaggery, ghee (clarified butter), dessicated coconut, sesame seeds, almond, cashew, cardamom powder.",100,"Contains milk products, cashew nuts, almonds and sesame seeds. Manufactured in a facility that processes food containing gluten, peanut, tree nut and other nuts.",120 Days ,,200,"MBO Milletly Foods India LLP House No. 733, Birwadi Phata, Kalyan Murbad Road, Village - Potgaon, Taluka - Murbad, Thane - 421401, Murbad Tahshil, Ulhasnagar & Ambarnath Tahashil (Thane Zone-9), Maharashtra-421401

 FSSAI Lic - 11524018000113",200gm for 350/- (per gm 1.75/-),not_launched,100,528,6.8,58.53,20.82,19.78,9.01,29.67,19.13,,0,53.38,19.8,127.3,26.4,12.6,39.6,30,,,,,
Diwali products 2025,Millet Laddoo,No Refined Sugar | Source of Protein | Rich in Dietary Fiber | Made with the Goodness of Millets / Contains 43% Millets | Made with 100% Ghee,"Millets- 43% (ragi flour, bajra flour, jowar flour), jaggery, ghee (clarified butter), dessicated coconut, sesame seeds, almond, cashew, cardamom powder.",100,"Contains milk products, cashew nuts, almonds and sesame seeds. Manufactured in a facility that processes food containing gluten, peanut, tree nut and other nuts.",120 Days ,,200,"MBO Milletly Foods India LLP House No. 733, Birwadi Phata, Kalyan Murbad Road, Village - Potgaon, Taluka - Murbad, Thane - 421401, Murbad Tahshil, Ulhasnagar & Ambarnath Tahashil (Thane Zone-9), Maharashtra-421401

 FSSAI Lic - 11524018000113",200gm for 350/- (per gm 1.75/-),not_launched,33,174.24,2.24,19.31,6.87,6.52,2.97,9.79,6.31,,0,17.61,6.53,42.009,8.7,4.2,13,9.9,,,,,
Diwali products 2025,Millet Laddoo,No Refined Sugar | Source of Protein | Rich in Dietary Fiber | Made with the Goodness of Millets / Contains 43% Millets | Made with 100% Ghee,"Millets- 43% (ragi flour, bajra flour, jowar flour), jaggery, ghee (clarified butter), dessicated coconut, sesame seeds, almond, cashew, cardamom powder.",100,"Contains milk products, cashew nuts, almonds and sesame seeds. Manufactured in a facility that processes food containing gluten, peanut, tree nut and other nuts.",120 Days ,,200,"MBO Milletly Foods India LLP House No. 733, Birwadi Phata, Kalyan Murbad Road, Village - Potgaon, Taluka - Murbad, Thane - 421401, Murbad Tahshil, Ulhasnagar & Ambarnath Tahashil (Thane Zone-9), Maharashtra-421401

 FSSAI Lic - 11524018000113",200gm for 350/- (per gm 1.75/-),not_launched,25,132,1.7,14.63,5.2,4.95,2.25,7.42,4.78,,0,13.35,4.95,31.58,,,,,,,,,
Diwali products 2025,Sattu Laddoo,Source of Protein | Rich in Dietary Fibre | Made with 100% Ghee | No Refined Sugar,"Sattu flour, almond, cashew, cardamom, ghee, desiccated coconut, jaggery",100,"Contains milk products, cashew nuts, almonds and sesame seeds. Manufactured in a facility that processes food containing gluten, peanut, tree nut and other nuts.",120 Days ,,200,"MBO Milletly Foods India
 LLP House No. 733, Birwadi Phata, Kalyan Murbad Road, Village - Potgaon, Taluka - Murbad, Thane - 421401, Murbad Tahshil, Ulhasnagar & Ambarnath Tahashil (Thane Zone-9), Maharashtra-421401

 FSSAI Lic No. 11524018000113",200gm for 350/- (per gm 1.75/-),not_launched,100,546.9,9.74,50.56,19.28,18.32,9.24,33.96,22.11,,,28.27,25.2,51,,,,,,,,,
Diwali products 2025,Sattu Laddoo,Source of Protein | Rich in Dietary Fibre | Made with 100% Ghee | No Refined Sugar,"Sattu flour, almond, cashew, cardamom, ghee, desiccated coconut, jaggery",100,"Contains milk products, cashew nuts, almonds and sesame seeds. Manufactured in a facility that processes food containing gluten, peanut, tree nut and other nuts.",120 Days ,,200,"MBO Milletly Foods India
 LLP House No. 733, Birwadi Phata, Kalyan Murbad Road, Village - Potgaon, Taluka - Murbad, Thane - 421401, Murbad Tahshil, Ulhasnagar & Ambarnath Tahashil (Thane Zone-9), Maharashtra-421401

 FSSAI Lic No. 11524018000113",200gm for 350/- (per gm 1.75/-),not_launched,33,180.47,3.21,16.68,6.36,6.04,3.04,11.2,7.3,,,9.32,8.31,16.83,9.02,6,12.1,10.2,,,,,
Diwali products 2025,Sattu Laddoo,Source of Protein | Rich in Dietary Fibre | Made with 100% Ghee | No Refined Sugar,"Sattu flour, almond, cashew, cardamom, ghee, desiccated coconut, jaggery",100,"Contains milk products, cashew nuts, almonds and sesame seeds. Manufactured in a facility that processes food containing gluten, peanut, tree nut and other nuts.",120 Days ,,200,"MBO Milletly Foods India
 LLP House No. 733, Birwadi Phata, Kalyan Murbad Road, Village - Potgaon, Taluka - Murbad, Thane - 421401, Murbad Tahshil, Ulhasnagar & Ambarnath Tahashil (Thane Zone-9), Maharashtra-421401

 FSSAI Lic No. 11524018000113",200gm for 350/- (per gm 1.75/-),not_launched,25,132,1.7,14.63,5.2,4.95,2.25,7.42,4.78,,0,13.35,4.95,31.58,,,,,,,,,
Diwali products 2025,Choco Peanut Kunafa,Sweetened with Palm Jaggery | No Refined Sugar | Source of Dietary Fibre | Rich in Protein,"Palm jaggery powder, hydrogenated vegetable fat, peanut, milk solids, cocoa solids, kataifi, emulsifiers (INS 322), nature identical flavouring substances (Vanillin).
CONTAINS NATURAL & NATURE IDENTICAL FLAVORING SUBSTANCES.",56,"Contains peanuts, milk and milk products. Processed in a facility that also  processes products containing milk, nuts, soya & wheat.","Best before 3 Months from the date of Manufacuting 


Store in a cool and dry place
Temperature and humidity changes may cause a whitish layer on the product without affecting its fitness for consumption.
Store at temperatures below 18° C",56,84,"ENILUAP
No 54/2, Singasandra, Begur Hobli, Hosur Main Road, Bengaluru - 560068

FSSAI Lic. No: 11221333001339","Box of 4
210/- for 56 grams 
(3.75/- per gram)

Box of 6
335/- for 84 grams
(3.98/- per gram)
Box of 5
262.5/- for 70grams 
(3.75/- per gram)
Box of 3
160/- for 42gram
(3.8/- per gram)",not_launched,100,585,15,45,35,30.3,4.5,41.5,20.4,,0.4,0,90,,,,,,,,,,
Diwali products 2025,Choco Peanut Kunafa,Sweetened with Palm Jaggery | No Refined Sugar | Source of Dietary Fibre | Rich in Protein,"Palm jaggery powder, hydrogenated vegetable fat, peanut, milk solids, cocoa solids, kataifi, emulsifiers (INS 322), nature identical flavouring substances (Vanillin).
CONTAINS NATURAL & NATURE IDENTICAL FLAVORING SUBSTANCES.",56,"Contains peanuts, milk and milk products. Processed in a facility that also  processes products containing milk, nuts, soya & wheat.","Best before 3 Months from the date of Manufacuting 


Store in a cool and dry place
Temperature and humidity changes may cause a whitish layer on the product without affecting its fitness for consumption.
Store at temperatures below 18° C",56,84,"ENILUAP
No 54/2, Singasandra, Begur Hobli, Hosur Main Road, Bengaluru - 560068

FSSAI Lic. No: 11221333001339","Box of 4
210/- for 56 grams 
(3.75/- per gram)

Box of 6
335/- for 84 grams
(3.98/- per gram)
Box of 5
262.5/- for 70grams 
(3.75/- per gram)
Box of 3
160/- for 42gram
(3.8/- per gram)",not_launched,14,81.9,2.1,6.3,4.9,4.24,0.63,5.81,2.85,,0.056,0,12.6,,4.1,3.9,8.5,2.1,,,,,
Diwali products 2025,Choco Peanut Kunafa,Sweetened with Palm Jaggery | No Refined Sugar | Source of Dietary Fibre | Rich in Protein,"Palm jaggery powder, hydrogenated vegetable fat, peanut, milk solids, cocoa solids, kataifi, emulsifiers (INS 322), nature identical flavouring substances (Vanillin).
CONTAINS NATURAL & NATURE IDENTICAL FLAVORING SUBSTANCES.",56,"Contains peanuts, milk and milk products. Processed in a facility that also  processes products containing milk, nuts, soya & wheat.","Best before 3 Months from the date of Manufacuting 


Store in a cool and dry place
Temperature and humidity changes may cause a whitish layer on the product without affecting its fitness for consumption.
Store at temperatures below 18° C",56,84,"ENILUAP
No 54/2, Singasandra, Begur Hobli, Hosur Main Road, Bengaluru - 560068

FSSAI Lic. No: 11221333001339","Box of 4
210/- for 56 grams 
(3.75/- per gram)

Box of 6
335/- for 84 grams
(3.98/- per gram)
Box of 5
262.5/- for 70grams 
(3.75/- per gram)
Box of 3
160/- for 42gram
(3.8/- per gram)",not_launched,84,491.4,12.6,37.8,29.4,25.4,3.78,34.8,17.1,,0.3,0,75.6,,,,,,,,,,
Diwali products 2025,Choco Peanut Kunafa,Sweetened with Palm Jaggery | No Refined Sugar | Source of Dietary Fibre | Rich in Protein,"Palm jaggery powder, hydrogenated vegetable fat, peanut, milk solids, cocoa solids, kataifi, emulsifiers (INS 322), nature identical flavouring substances (Vanillin).
CONTAINS NATURAL & NATURE IDENTICAL FLAVORING SUBSTANCES.",56,"Contains peanuts, milk and milk products. Processed in a facility that also  processes products containing milk, nuts, soya & wheat.","Best before 3 Months from the date of Manufacuting 


Store in a cool and dry place
Temperature and humidity changes may cause a whitish layer on the product without affecting its fitness for consumption.
Store at temperatures below 18° C",56,84,"ENILUAP
No 54/2, Singasandra, Begur Hobli, Hosur Main Road, Bengaluru - 560068

FSSAI Lic. No: 11221333001339","Box of 4
210/- for 56 grams 
(3.75/- per gram)

Box of 6
335/- for 84 grams
(3.98/- per gram)
Box of 5
262.5/- for 70grams 
(3.75/- per gram)
Box of 3
160/- for 42gram
(3.8/- per gram)",not_launched,56,327.6,8.4,25.2,19.6,16.9,2.5,23.2,11.4,,0.2,0,50.4,,,,,,,,,,
